x,Fractogel EMD SO3-
0.61282,0.14578
0.66154,0.7011
0.71282,3.0745

x,Fractogel EMD SE Hicap (M)
0.71538,0.48489
0.74359,1.6113
0.77436,2.7036

x,Fractogel EMD COO- (M)
0.57179,2.5048
0.59487,3.9759
0.61026,4.4427
0.65897,8.177

x,MacroPrep 25S
0.61538,0.29412
0.65897,0.46698
0.71282,0.8756
0.74872,3.7687

x,MacroPrep High S
0.53077,0.14564
0.57179,0.21082
0.61026,0.34729
0.68974,0.9425

x,MacroPrep CM
0.92564,0.26921
1.00513,0.6187
1.05385,0.9644
1.10256,1.2967

x,Matrex Cellufine C-500
0.56923,2.0823
0.61282,3.3061
0.66154,7.32
0.67949,10.022

x,CM Hyper Z
0.43333,1.8608
0.44872,2.743
0.4641,3.3001
0.48462,4.9557
